,audienceRating,Genre,criticRating,timeMin,Year
1588,6.8,Drama,52,99,2006
1589,5.6,Action,58,105,2006
1590,7.4,Comedy,65,97,2006
1591,6.6,Adventure,66,84,2006
1592,6.6,Action,63,102,2006
1593,5.1,Action,38,104,2006
1594,5.8,Horror,41,93,2006
1595,6.5,Comedy,47,93,2006
1596,5.8,Comedy,45,106,2006
1597,7.1,Drama,79,135,2006
1598,7.7,Crime,86,101,2006
1599,5.1,Comedy,40,83,2006
1600,6.5,Crime,48,104,2006
1601,6.0,Action,65,134,2006
1602,7.6,Drama,75,136,2006
1603,7.9,Adventure,64,117,2006
1604,7.1,Animation,73,100,2006
1605,6.6,Animation,74,85,2006
1606,7.3,Biography,91,103,2006
1607,6.9,Biography,53,118,2006
1608,6.8,Adventure,55,93,2006
1609,7.4,Action,41,122,2006
1610,6.7,Drama,61,167,2006
1611,7.3,Adventure,77,120,2006
1612,7.6,Drama,90,111,2006
1613,5.6,Action,50,98,2006
1614,6.4,Biography,65,123,2006
1615,5.6,Drama,36,110,2006
1616,7.6,Comedy,84,121,2006
1617,7.5,Drama,69,125,2006
1618,6.6,Animation,68,91,2006
1619,6.9,Action,53,139,2006
1620,7.0,Action,85,120,2006
1621,6.9,Comedy,47,117,2006
1622,7.2,Comedy,54,102,2006
1623,7.2,Drama,85,106,2006
1624,4.4,Action,18,88,2006
1625,7.5,Documentary,75,96,2006
1626,6.7,Comedy,48,96,2006
1627,6.2,Animation,49,86,2006
1628,5.6,Comedy,46,110,2006
1629,5.8,Comedy,41,89,2006
1630,6.0,Drama,66,129,2006
1631,7.0,Comedy,33,94,2006
1632,5.6,Adventure,38,93,2006
1633,5.7,Comedy,52,92,2006
1634,7.4,Crime,73,92,2006
1635,7.7,Action,70,104,2006
1636,6.5,Comedy,69,95,2006
1637,5.6,Crime,49,121,2006
1638,7.3,Comedy,66,120,2006
1639,7.8,Drama,71,145,2006
1640,7.3,Comedy,70,105,2006
1641,5.6,Comedy,47,97,2006
1642,6.5,Drama,76,130,2006
1643,5.9,Horror,30,91,2006
1644,7.1,Documentary,66,92,2006
1645,6.3,Comedy,46,110,2006
1646,3.7,Horror,36,102,2006
1647,5.1,Comedy,50,96,2006
1648,7.1,Biography,63,105,2006
1649,7.0,Drama,52,116,2006
1650,6.8,Comedy,48,104,2006
1651,7.7,Animation,81,90,2006
1652,7.3,Adventure,64,120,2006
1653,2.7,Comedy,11,83,2006
1654,5.8,Crime,45,105,2006
1655,5.5,Horror,43,110,2006
1656,7.1,Drama,53,131,2006
1657,5.5,Adventure,33,99,2006
1658,7.3,Comedy,62,88,2006
1659,5.4,Comedy,29,103,2006
1660,6.8,Drama,49,125,2006
1661,7.0,Drama,72,180,2006
1662,6.1,Action,49,108,2006
1663,5.6,Action,25,80,2006
1664,4.3,Comedy,26,98,2006
1665,7.5,Crime,82,131,2006
1666,5.3,Action,19,97,2006
1667,5.0,Horror,33,102,2006
1668,4.8,Action,38,87,2006
1669,7.5,Drama,82,127,2006
1670,5.5,Comedy,36,103,2006
1671,7.0,Biography,54,117,2006
1672,6.5,Comedy,57,115,2006
1673,7.3,Drama,57,116,2006
1674,7.0,Action,70,111,2006
1675,5.1,Horror,27,87,2006
1676,6.5,Action,47,140,2006
1677,7.2,Biography,58,118,2006
1678,5.8,Comedy,62,87,2006
1679,6.9,Crime,52,125,2006
1680,4.6,Comedy,34,99,2006
1681,5.5,Comedy,44,145,2006
1682,6.5,Comedy,62,96,2006
1683,5.3,Comedy,51,104,2006
1684,4.3,Drama,26,114,2006
1685,5.4,Horror,36,93,2006
1686,5.9,Animation,59,88,2006
1687,5.0,Animation,37,82,2006
1688,6.5,Action,59,132,2006
1689,6.3,Comedy,68,97,2006
1690,6.5,Biography,62,126,2006
1691,7.1,Biography,65,125,2006
1692,6.1,Drama,62,102,2006
1693,6.2,Comedy,39,115,2006
1694,4.7,Action,45,92,2006
1695,6.5,Drama,64,101,2006
1696,6.0,Animation,39,94,2006
1697,7.8,Drama,78,120,2006
1698,7.0,Comedy,72,106,2006
1699,5.6,Horror,44,90,2006
1700,5.9,Comedy,44,100,2006
1701,6.5,Crime,44,85,2006
1702,5.1,Horror,24,85,2006
1703,6.9,Biography,52,113,2006
1704,6.5,Animation,47,115,2006
1705,6.7,Comedy,70,93,2006
1706,6.7,Action,62,115,2006
1707,6.5,Horror,60,77,2006
1708,7.5,Documentary,75,98,2006
1709,4.7,Horror,27,90,2006
1710,4.7,Adventure,32,97,2006
1711,7.0,Biography,57,88,2006
1712,5.7,Comedy,57,85,2006
1713,7.5,Documentary,62,84,2006
1714,6.4,Comedy,53,103,2006
1715,6.4,Comedy,52,112,2006
1716,5.1,Action,17,84,2006
1717,5.5,Comedy,45,107,2006
1718,7.0,Crime,67,100,2006
1719,5.6,Animation,42,90,2006
1720,6.7,Drama,55,118,2006
1721,7.3,Drama,40,120,2006
1722,6.1,Drama,49,105,2006
1723,7.5,Biography,65,118,2006
1724,6.3,Comedy,64,116,2006
1725,6.2,Drama,37,128,2006
1726,4.6,Horror,22,84,2006
1727,5.8,Comedy,68,88,2006
1728,5.1,Action,42,93,2006
1729,6.0,Comedy,27,84,2006
1730,6.3,Adventure,55,104,2006
1731,6.2,Comedy,52,116,2006
1732,6.5,Crime,56,120,2006
1733,5.3,Animation,47,82,2006
1734,4.8,Comedy,21,97,2006
1735,6.8,Comedy,75,105,2006
1736,6.0,Comedy,43,124,2006
1737,3.9,Comedy,17,98,2006
1738,7.6,Drama,88,110,2006
1739,6.4,Biography,45,90,2006
1740,6.7,Comedy,69,92,2006
1741,5.8,Drama,37,108,2006
1742,6.9,Comedy,74,109,2006
1743,6.5,Crime,60,108,2006
1744,4.9,Comedy,28,93,2006
1745,6.8,Comedy,66,92,2006
1746,7.6,Drama,82,122,2006
1747,7.5,Drama,72,112,2006
1748,4.3,Action,26,83,2006
1749,4.4,Comedy,43,98,2006
1750,5.5,Comedy,32,89,2006
1751,6.3,Comedy,54,102,2006
1752,7.4,Drama,49,114,2006
1753,7.1,Action,62,99,2006
1754,6.7,Comedy,70,116,2006
1755,7.1,Biography,68,110,2006
1756,6.7,Animation,57,105,2006
1757,6.3,Action,68,185,2006
1758,7.0,Comedy,83,91,2006
1759,5.1,Crime,43,113,2006
1760,6.5,Biography,50,122,2006
1761,6.5,Animation,62,87,2006
1762,5.9,Crime,51,91,2006
1763,6.7,Drama,38,111,2006
1764,6.7,Comedy,54,82,2006
1765,6.7,Crime,65,85,2006
1766,7.1,Drama,82,128,2006
1767,6.3,Comedy,68,86,2006
1768,4.6,Action,33,110,2006
1769,6.8,Biography,59,104,2006
1770,7.7,Documentary,70,92,2006
1771,7.1,Comedy,82,95,2006
1772,5.6,Horror,42,99,2006
1773,6.2,Drama,57,96,2006
1774,7.6,Drama,54,112,2006
1775,7.9,Documentary,59,118,2006
1776,6.8,Comedy,64,99,2006
1777,7.5,Drama,56,118,2006
1778,7.5,Documentary,64,95,2006
1779,7.3,Comedy,38,95,2006
1780,6.8,Drama,73,113,2006
1781,6.6,Drama,66,96,2006
1782,4.8,Horror,38,85,2006
1783,7.3,Drama,73,97,2006
1784,7.7,Animation,65,111,2006
1785,7.0,Comedy,70,103,2006
1786,7.3,Documentary,58,94,2006
1787,6.8,Comedy,56,98,2006
1788,6.4,Comedy,63,85,2006
1789,7.3,Drama,47,91,2006
1790,5.6,Action,42,106,2006
1791,6.7,Comedy,71,99,2006
1792,6.7,Biography,62,101,2006
1793,5.1,Comedy,45,107,2006
1794,3.2,Comedy,21,89,2006
1795,4.5,Animation,28,75,2006
1796,5.1,Adventure,43,90,2006
1797,6.0,Comedy,63,105,2006
1798,7.3,Drama,72,101,2006
1799,8.0,Documentary,86,101,2006
1800,2.1,Action,30,95,2006
1801,6.8,Drama,52,101,2006
1802,6.6,Comedy,68,85,2006
1803,5.9,Action,37,97,2006
1804,5.8,Drama,58,117,2006
1805,3.0,Comedy,36,99,2006
1806,5.0,Comedy,37,92,2006
1807,7.4,Drama,79,105,2006
1808,5.6,Horror,69,101,2006
1809,7.0,Crime,55,85,2006
1810,5.9,Comedy,45,91,2006
1811,7.3,Action,73,110,2006
1812,6.0,Comedy,40,86,2006
1813,6.3,Drama,58,101,2006
1814,5.6,Adventure,46,91,2006
1815,6.4,Drama,40,165,2006
1816,8.1,Crime,91,122,2007
1817,7.2,Drama,65,101,2007
1818,7.1,Action,61,144,2007
1819,8.1,Action,85,115,2007
1820,8.0,Animation,96,111,2007
1821,7.1,Action,50,169,2007
1822,8.1,Adventure,73,148,2007
1823,7.6,Comedy,76,113,2007
1824,7.5,Comedy,81,96,2007
1825,6.2,Action,59,139,2007
1826,8.1,Drama,93,158,2007
1827,7.5,Adventure,71,138,2007
1828,7.9,Action,81,121,2007
1829,7.2,Action,69,128,2007
1830,7.7,Crime,78,157,2007
1831,7.8,Biography,76,157,2007
1832,7.0,Comedy,85,129,2007
1833,7.4,Drama,83,116,2007
1834,6.9,Crime,62,122,2007
1835,7.4,Animation,80,87,2007
1836,7.2,Action,53,124,2007
1837,7.7,Adventure,76,122,2007
1838,7.2,Horror,58,126,2007
1839,6.1,Animation,58,93,2007
1840,6.8,Horror,64,104,2007
1841,7.0,Drama,78,100,2007
1842,7.7,Adventure,66,127,2007
1843,5.6,Action,45,92,2007
1844,7.7,Crime,72,114,2007
1845,7.8,Drama,85,123,2007
1846,7.3,Adventure,64,107,2007
1847,7.7,Crime,82,100,2007
1848,7.4,Adventure,42,97,2007
1849,6.9,Drama,62,105,2007
1850,6.3,Horror,68,86,2007
1851,5.2,Action,35,114,2007
1852,6.5,Action,48,124,2007
1853,7.1,Drama,39,126,2007
1854,6.3,Action,41,94,2007
1855,7.6,Action,77,191,2007
1856,6.1,Adventure,51,113,2007
1857,7.2,Crime,68,113,2007
1858,7.1,Animation,75,107,2007
1859,7.2,Adventure,67,91,2007
1860,6.2,Animation,59,115,2007
1861,7.5,Biography,68,160,2007
1862,6.6,Horror,53,113,2007
1863,6.3,Action,35,100,2007
1864,7.3,Crime,82,119,2007
1865,6.3,Comedy,64,93,2007
1866,6.7,Action,49,86,2007
1867,6.2,Action,42,96,2007
1868,6.2,Action,44,91,2007
1869,7.3,Crime,45,120,2007
1870,7.5,Drama,74,105,2007
1871,6.0,Comedy,37,115,2007
1872,7.4,Comedy,70,106,2007
1873,5.4,Comedy,37,96,2007
1874,5.9,Horror,36,93,2007
1875,7.2,Adventure,74,96,2007
1876,6.1,Animation,54,91,2007
1877,7.1,Action,56,110,2007
1878,6.7,Comedy,81,117,2007
1879,5.9,Action,27,100,2007
1880,4.7,Action,29,94,2007
1881,7.9,Drama,88,86,2007
1882,6.3,Comedy,56,90,2007
1883,7.4,Drama,56,133,2007
1884,7.4,Comedy,67,87,2007
1885,7.1,Biography,69,102,2007
1886,6.1,Horror,47,109,2007
1887,8.0,Biography,92,112,2007
1888,2.3,Adventure,17,86,2007
1889,7.5,Drama,38,114,2007
1890,6.2,Crime,35,121,2007
1891,6.8,Comedy,65,98,2007
1892,8.1,Action,33,115,2007
1893,7.5,Drama,61,124,2007
1894,6.5,Comedy,59,96,2007
1895,7.3,Crime,84,117,2007
1896,6.2,Horror,54,85,2007
1897,5.6,Comedy,19,96,2007
1898,6.5,Crime,44,111,2007
1899,6.3,Action,36,103,2007
1900,8.1,Animation,90,96,2007
1901,5.8,Comedy,46,116,2007
1902,6.9,Crime,59,117,2007
1903,5.5,Horror,46,94,2007
1904,6.9,Animation,61,95,2007
1905,6.2,Horror,34,89,2007
1906,7.6,Biography,66,140,2007
1907,7.6,Drama,61,128,2007
1908,8.0,Documentary,74,123,2007
1909,5.9,Crime,17,108,2007
1910,5.9,Sci,45,99,2007
1911,6.5,Crime,33,84,2007
1912,5.9,Drama,29,96,2007
1913,6.7,Comedy,43,88,2007
1914,6.8,Action,36,105,2007
1915,7.2,Crime,65,121,2007
1916,5.2,Animation,39,92,2007
1917,6.3,Comedy,50,104,2007
1918,6.6,Comedy,48,100,2007
1919,8.3,Drama,68,153,2007
1920,7.0,Comedy,54,97,2007
1921,6.8,Comedy,63,96,2007
1922,6.9,Biography,45,114,2007
1923,6.7,Animation,64,85,2007
1924,7.5,Biography,64,123,2007
1925,4.0,Comedy,27,102,2007
1926,6.3,Animation,41,87,2007
1927,7.7,Biography,78,122,2007
1928,7.0,Biography,74,110,2007
1929,5.1,Horror,32,89,2007
1930,6.8,Crime,56,122,2007
1931,7.1,Crime,73,99,2007
1932,6.2,Comedy,46,106,2007
1933,7.0,Biography,73,135,2007
1934,7.1,Biography,55,120,2007
1935,7.6,Biography,65,126,2007
1936,6.8,Drama,55,122,2007
1937,7.9,Drama,97,113,2007
1938,6.2,Comedy,44,110,2007
1939,7.2,Horror,68,92,2007
1940,6.7,Drama,52,95,2007
1941,6.1,Action,23,113,2007
1942,6.7,Crime,49,108,2007
1943,6.2,Drama,47,92,2007
1944,5.7,Horror,66,95,2007
1945,6.3,Comedy,45,108,2007
1946,3.8,Action,15,127,2007
1947,7.3,Adventure,74,126,2007
1948,5.7,Crime,31,109,2007
1949,7.0,Comedy,75,108,2007
1950,5.7,Horror,36,99,2007
1951,5.4,Action,29,99,2007
1952,7.6,Crime,78,98,2007
1953,7.7,Drama,79,104,2007
1954,6.2,Comedy,48,93,2007
1955,5.3,Comedy,38,90,2007
1956,5.6,Horror,28,84,2007
1957,5.4,Comedy,57,94,2007
1958,5.4,Horror,34,90,2007
1959,5.6,Comedy,42,116,2007
1960,7.7,Drama,75,102,2007
1961,6.1,Crime,49,88,2007
1962,5.6,Comedy,26,102,2007
1963,5.3,Comedy,25,91,2007
1964,6.5,Adventure,71,112,2007
1965,7.2,Comedy,85,114,2007
1966,7.6,Drama,61,157,2007
1967,5.1,Comedy,41,87,2007
1968,6.3,Crime,36,102,2007
1969,6.9,Crime,37,95,2007
1970,8.2,Documentary,83,79,2007
1971,5.4,Action,37,102,2007
1972,6.4,Drama,52,100,2007
1973,6.5,Comedy,47,97,2007
1974,7.0,Action,66,96,2007
1975,6.8,Comedy,67,96,2007
1976,5.9,Crime,37,98,2007
1977,6.5,Drama,49,88,2007
1978,7.9,Drama,85,122,2007
1979,6.7,Crime,83,85,2007
1980,7.2,Drama,63,118,2007
1981,6.7,Biography,74,108,2007
1982,5.9,Comedy,47,84,2007
1983,7.1,Action,70,126,2007
1984,3.6,Mystery,16,105,2007
1985,6.9,Adventure,54,101,2007
1986,6.8,Comedy,61,106,2007
1987,6.3,Comedy,36,84,2007
1988,3.6,Action,33,90,2007
1989,6.3,Horror,44,108,2007
1990,5.9,Comedy,25,113,2007
1991,4.7,Crime,24,96,2007
1992,6.8,Drama,53,95,2007
1993,4.5,Action,22,100,2007
1994,6.8,Crime,57,108,2007
1995,6.7,Comedy,63,93,2007
1996,5.3,Drama,44,109,2007
1997,6.4,Drama,43,139,2007
1998,6.7,Crime,29,91,2007
1999,6.7,Crime,46,102,2007
2000,6.3,Drama,59,90,2007
2001,5.8,Comedy,39,97,2007
2002,6.7,Drama,55,112,2007
2003,5.9,Drama,52,91,2007
2004,5.9,Drama,49,124,2007
2005,6.1,Horror,63,103,2007
2006,6.8,Comedy,55,88,2007
2007,6.3,Comedy,30,93,2007
2008,6.8,Comedy,48,106,2007
2009,6.3,Comedy,39,87,2007
2010,7.8,Drama,66,97,2007
2011,7.8,Biography,70,166,2007
2012,6.1,Comedy,66,93,2007
2013,5.9,Comedy,53,99,2007
2014,4.8,Action,37,84,2007
2015,4.1,Comedy,36,92,2007
2016,6.5,Comedy,64,93,2007
2017,5.5,Drama,33,98,2007
2018,2.9,Comedy,21,110,2007
2019,5.0,Comedy,50,96,2007
2020,7.4,Crime,42,120,2007
2021,7.8,Documentary,80,99,2007
2022,6.7,Drama,51,97,2007
2023,5.8,Comedy,71,85,2007
2024,5.5,Comedy,49,94,2007
2025,2.1,Comedy,18,93,2007
2026,7.3,Crime,63,106,2007
2027,4.8,Adventure,38,99,2007
2028,6.3,Action,55,121,2007
2029,7.1,Drama,81,122,2007
2030,6.7,Action,54,99,2007
2031,8.0,Documentary,72,90,2007
2032,3.0,Comedy,13,89,2007
2033,6.4,Drama,38,90,2007
2034,6.8,Drama,64,84,2007
2035,6.9,Animation,54,86,2007
2036,7.6,Documentary,82,106,2007
2037,7.7,Crime,72,159,2007
2038,6.6,Drama,45,117,2007
2039,6.7,Comedy,73,101,2007
2040,6.3,Drama,43,124,2007
2041,7.5,Comedy,81,95,2007
2042,4.7,Action,35,93,2007
2043,5.8,Action,45,103,2007
2044,7.6,Comedy,80,87,2007
2045,6.9,Drama,67,107,2007
2046,7.0,Drama,62,95,2007
2047,7.1,Drama,67,86,2007
2048,6.8,Action,38,88,2007
2049,6.6,Drama,56,105,2007
2050,7.0,Drama,57,124,2007
2051,5.9,Drama,69,106,2007
2052,7.2,Comedy,70,95,2007
2053,6.6,Animation,54,85,2007
2054,5.7,Comedy,54,113,2007
2055,4.5,Action,33,84,2007
2056,4.2,Comedy,25,84,2007
2057,5.9,Drama,39,107,2007
2058,6.0,Comedy,24,117,2007
2059,5.3,Comedy,32,93,2007
2060,3.5,Action,17,90,2007
2061,5.9,Drama,51,97,2007
2062,5.7,Drama,35,88,2007
2063,6.1,Crime,52,90,2007
2064,5.7,Biography,32,84,2007
2065,6.0,Comedy,56,100,2007
2066,5.8,Drama,48,97,2007
2067,7.4,Biography,69,118,2007
2068,6.8,Drama,65,85,2007
2069,7.0,Comedy,36,90,2007
2070,6.5,Crime,61,85,2007
2071,7.3,Drama,76,92,2007
2072,5.5,Crime,43,107,2007
2073,6.3,Crime,65,91,2007
2074,4.0,Action,24,95,2007
2075,7.2,Drama,70,91,2007
2076,5.9,Comedy,49,93,2007
2077,5.1,Horror,52,102,2007
2078,8.3,Documentary,89,102,2007
2079,7.3,Comedy,64,90,2007
2080,6.7,Drama,65,85,2007
2081,9.0,Action,82,152,2008
2082,8.4,Animation,95,98,2008
2083,7.9,Action,79,126,2008
2084,8.0,Drama,86,120,2008
2085,8.2,Drama,72,116,2008
2086,7.8,Action,50,93,2008
2087,7.8,Drama,70,166,2008
2088,6.4,Action,49,92,2008
2089,5.2,Drama,56,122,2008
2090,7.6,Drama,94,131,2008
2091,6.2,Action,65,122,2008
2092,6.6,Action,58,106,2008
2093,6.8,Action,61,112,2008
2094,7.6,Animation,73,92,2008
2095,7.9,Comedy,67,107,2008
2096,7.0,Action,71,107,2008
2097,7.0,Action,64,85,2008
2098,6.7,Action,64,110,2008
2099,6.8,Comedy,46,104,2008
2100,7.0,Action,64,111,2008
2101,7.0,Comedy,63,96,2008
2102,7.9,Drama,81,109,2008
2103,6.1,Action,35,88,2008
2104,7.7,Drama,36,123,2008
2105,7.2,Comedy,67,111,2008
2106,6.9,Comedy,51,98,2008
2107,7.0,Action,78,120,2008
2108,7.1,Drama,70,96,2008
2109,7.8,Biography,63,141,2008
2110,7.3,Action,53,114,2008
2111,7.6,Drama,58,124,2008
2112,6.8,Crime,48,123,2008
2113,6.9,Comedy,61,99,2008
2114,7.1,Drama,56,121,2008
2115,7.0,Action,46,92,2008
2116,7.1,Action,57,128,2008
2117,8.1,Action,59,106,2008
2118,7.9,Drama,82,115,2008
2119,6.5,Action,54,110,2008
2120,6.4,Action,43,105,2008
2121,5.0,Sci,34,91,2008
2122,5.5,Action,54,113,2008
2123,6.6,Action,62,150,2008
2124,6.7,Animation,61,89,2008
2125,7.3,Drama,69,119,2008
2126,6.9,Animation,67,96,2008
2127,7.3,Crime,69,111,2008
2128,6.6,Action,43,118,2008
2129,6.4,Comedy,51,108,2008
2130,6.6,Comedy,56,101,2008
2131,7.8,Drama,55,94,2008
2132,6.1,Comedy,36,99,2008
2133,5.5,Drama,40,104,2008
2134,7.6,Biography,84,128,2008
2135,6.1,Action,51,104,2008
2136,7.2,Comedy,59,112,2008
2137,6.1,Comedy,47,111,2008
2138,6.6,Action,40,90,2008
2139,5.2,Action,31,112,2008
2140,7.1,Comedy,53,115,2008
2141,7.2,Action,58,137,2008
2142,6.6,Adventure,57,104,2008
2143,5.1,Action,34,109,2008
2144,6.8,Animation,71,86,2008
2145,5.4,Action,31,100,2008
2146,6.6,Adventure,53,165,2008
2147,7.5,Drama,68,104,2008
2148,5.6,Comedy,53,145,2008
2149,6.2,Horror,47,86,2008
2150,7.1,Action,71,92,2008
2151,6.8,Action,55,109,2008
2152,5.8,Horror,20,92,2008
2153,7.7,Animation,86,101,2008
2154,5.8,Action,57,93,2008
2155,2.7,Comedy,9,86,2008
2156,6.6,Action,57,104,2008
2157,7.7,Biography,80,122,2008
2158,6.2,Horror,35,110,2008
2159,6.7,Biography,50,115,2008
2160,6.6,Action,39,110,2008
2161,5.6,Action,26,101,2008
2162,6.4,Comedy,52,102,2008
2163,5.9,Drama,47,104,2008
2164,6.7,Comedy,64,90,2008
2165,1.9,Comedy,15,87,2008
2166,6.1,Comedy,33,99,2008
2167,6.0,Action,36,101,2008
2168,6.5,Adventure,49,109,2008
2169,6.6,Adventure,62,96,2008
2170,6.2,Drama,50,98,2008
2171,5.8,Comedy,47,91,2008
2172,7.5,Crime,58,104,2008
2173,5.5,Comedy,55,97,2008
2174,6.9,Biography,62,110,2008
2175,6.3,Action,40,115,2008
2176,6.0,Action,51,108,2008
2177,5.7,Action,29,112,2008
2178,7.5,Comedy,67,124,2008
2179,6.8,Horror,65,91,2008
2180,6.9,Comedy,61,91,2008
2181,6.4,Biography,35,110,2008
2182,6.7,Comedy,72,102,2008
2183,5.9,Horror,44,90,2008
2184,6.6,Drama,45,121,2008
2185,6.0,Horror,53,89,2008
2186,6.0,Action,37,135,2008
2187,5.9,Comedy,37,101,2008
2188,7.6,Biography,82,96,2008
2189,6.5,Adventure,58,90,2008
2190,4.5,Action,33,75,2008
2191,4.8,Action,30,103,2008
2192,6.7,Crime,45,130,2008
2193,7.7,Documentary,56,101,2008
2194,5.6,Comedy,41,88,2008
2195,6.0,Action,30,103,2008
2196,6.8,Crime,64,115,2008
2197,5.7,Comedy,41,110,2008
2198,6.1,Horror,58,85,2008
2199,7.0,Action,60,114,2008
2200,5.4,Action,24,99,2008
2201,8.0,Animation,91,90,2008
2202,4.6,Comedy,57,112,2008
2203,5.4,Horror,36,98,2008
2204,5.9,Animation,35,98,2008
2205,7.8,Documentary,80,94,2008
2206,7.8,Documentary,89,94,2008
2207,6.7,Crime,72,111,2008
2208,3.8,Comedy,24,87,2008
2209,6.8,Adventure,55,114,2008
2210,7.9,Action,64,125,2008
2211,6.1,Crime,47,110,2008
2212,6.7,Drama,82,113,2008
2213,6.2,Crime,32,101,2008
2214,6.3,Biography,56,129,2008
2215,8.1,Drama,68,130,2008
2216,6.3,Comedy,49,103,2008
2217,7.0,Crime,87,137,2008
2218,7.4,Action,73,146,2008
2219,5.9,Comedy,34,101,2008
2220,6.0,Comedy,55,99,2008
2221,7.2,Comedy,64,97,2008
2222,6.1,Crime,31,107,2008
2223,1.9,Comedy,7,91,2008
2224,6.2,Comedy,53,102,2008
2225,7.0,Comedy,84,118,2008
2226,4.9,Adventure,43,90,2008
2227,6.1,Animation,53,93,2008
2228,7.2,Crime,64,108,2008
2229,7.4,Action,76,150,2008
2230,7.1,Drama,74,110,2008
2231,7.5,Drama,92,128,2008
2232,5.9,Drama,40,93,2008
2233,6.0,Adventure,55,96,2008
2234,3.9,Horror,17,88,2008
2235,6.5,Comedy,47,92,2008
2236,6.7,Comedy,44,87,2008
2237,6.9,Biography,64,135,2008
2238,6.1,Horror,58,82,2008
2239,5.2,Horror,37,85,2008
2240,6.0,Comedy,56,114,2008
2241,7.3,Action,69,139,2008
2242,7.6,Action,71,113,2008
2243,6.0,Crime,55,95,2008
2244,7.0,Comedy,61,99,2008
2245,4.0,Horror,24,87,2008
2246,6.2,Action,47,98,2008
2247,8.6,Documentary,82,95,2008
2248,7.5,Action,72,133,2008
2249,6.7,Fantasy,54,93,2008
2250,6.2,Comedy,63,119,2008
2251,7.6,Action,69,213,2008
2252,7.3,Action,60,118,2008
2253,7.1,Comedy,63,92,2008
2254,7.2,Crime,82,97,2008
2255,5.2,Comedy,30,95,2008
2256,6.7,Horror,32,98,2008
2257,7.3,Drama,57,114,2008
2258,6.2,Comedy,57,95,2008
2259,6.0,Animation,40,87,2008
2260,5.7,Action,37,107,2008
2261,6.8,Drama,66,112,2008
2262,6.0,Drama,39,97,2008
2263,5.3,Adventure,12,87,2008
2264,6.8,Drama,69,99,2008
2265,3.7,Adventure,41,91,2008
2266,6.7,Drama,57,93,2008
2267,6.5,Drama,61,112,2008
2268,7.6,Drama,79,117,2008
2269,6.6,Drama,28,122,2008
2270,4.9,Comedy,27,114,2008
2271,5.8,Comedy,41,104,2008
2272,6.7,Comedy,58,97,2008
2273,7.3,Biography,58,130,2008
2274,5.7,Comedy,51,86,2008
2275,7.0,Biography,65,109,2008
2276,5.7,Horror,36,101,2008
2277,6.8,Crime,45,107,2008
2278,4.1,Comedy,45,94,2008
2279,6.0,Action,37,160,2008
2280,6.1,Comedy,47,120,2008
2281,6.4,Comedy,54,92,2008
2282,7.4,Drama,73,109,2008
2283,5.9,Comedy,50,94,2008
2284,8.0,Drama,50,114,2008
2285,6.4,Crime,31,97,2008
2286,7.3,Drama,74,130,2008
2287,6.8,Crime,56,102,2008
2288,7.0,Biography,57,119,2008
2289,5.0,Crime,20,98,2008
2290,5.1,Action,25,84,2008
2291,6.3,Biography,39,110,2008
2292,8.0,Documentary,82,80,2008
2293,4.3,Adventure,36,83,2008
2294,7.1,Drama,80,80,2008
2295,7.0,Comedy,64,95,2008
2296,6.8,Comedy,56,110,2008
2297,7.3,Biography,81,110,2008
2298,7.4,Adventure,67,126,2008
2299,6.5,Comedy,63,90,2008
2300,6.5,Comedy,46,86,2008
2301,7.6,Documentary,80,105,2008
2302,7.0,Comedy,53,115,2008
2303,7.6,Crime,84,121,2008
2304,6.5,Action,40,108,2008
2305,5.4,Comedy,46,114,2008
2306,3.7,Documentary,20,90,2008
2307,6.5,Comedy,44,99,2008
2308,4.6,Comedy,15,94,2008
2309,6.5,Drama,34,120,2008
2310,7.6,Documentary,70,98,2008
2311,7.5,Documentary,83,90,2008
2312,7.0,Drama,66,103,2008
2313,6.7,Drama,64,133,2008
2314,6.9,Comedy,68,130,2008
2315,6.6,Crime,71,100,2008
2316,7.2,Documentary,76,122,2008
2317,6.9,Crime,57,117,2008
2318,7.7,Action,53,119,2008
2319,6.1,Comedy,62,85,2008
2320,6.8,Comedy,73,114,2008
2321,5.2,Crime,43,99,2008
2322,5.5,Drama,34,88,2008
2323,4.5,Animation,36,81,2008
2324,7.3,Drama,37,112,2008
2325,7.1,Drama,61,93,2008
2326,4.3,Comedy,20,83,2008
2327,6.1,Comedy,38,98,2008
2328,8.0,Drama,89,115,2008
2329,8.1,Action,78,237,2008
2330,7.1,Drama,49,125,2008
2331,4.4,Comedy,41,96,2008
2332,2.3,Documentary,59,74,2008
2333,3.9,Drama,28,82,2008
2334,6.5,Comedy,49,100,2008
2335,6.9,Comedy,65,103,2008
2336,7.1,Comedy,63,112,2008
2337,7.3,Drama,68,97,2008
2338,6.6,Biography,41,112,2008
2339,4.7,Comedy,16,85,2008
2340,8.3,Adventure,69,153,2009
2341,7.8,Action,83,162,2009
2342,8.3,Animation,88,96,2009
2343,7.7,Comedy,73,100,2009
2344,8.0,Sci,81,112,2009
2345,8.0,Action,82,127,2009
2346,7.6,Action,57,128,2009
2347,7.7,Adventure,73,88,2009
2348,7.6,Action,56,162,2009
2349,7.7,Comedy,76,95,2009
2350,6.7,Action,40,107,2009
2351,7.6,Adventure,78,153,2009
2352,6.0,Action,35,150,2009
2353,5.8,Action,49,158,2009
2354,6.6,Action,49,115,2009
2355,7.9,Drama,67,97,2009
